,pmid,Dataset,Real label,times_correct,times_test,CorrectlyClassified
1298,9025299,2000V2_1103,Not Relevant,36,36,100.0
1299,9034910,2000V2_1103,Not Relevant,37,37,100.0
630,3965580,random_1000_pmids,Not Relevant,29,29,100.0
1325,9192283,2000V2_1103,Not Relevant,30,30,100.0
628,3957489,2000V2_1103,Relevant,44,44,100.0
1327,9202078,pk_random,Not Relevant,31,31,100.0
1353,9383724,2000V2_1103,Not Relevant,27,27,100.0
1354,9388711,random_1000_pmids,Not Relevant,37,37,100.0
1355,9395249,2000V2_1103,Relevant,34,34,100.0
1356,9402309,pk_random,Relevant,35,35,100.0
1357,9402467,2000V2_1103,Not Relevant,33,33,100.0
1358,9406691,pk_random,Not Relevant,33,33,100.0
1359,9408226,pk_random,Not Relevant,42,42,100.0
1360,9421037,random_1000_pmids,Not Relevant,35,35,100.0
1361,9428565,random_1000_pmids,Relevant,48,48,100.0
1362,9428593,random_1000_pmids,Not Relevant,31,31,100.0
1363,9428878,random_1000_pmids,Not Relevant,47,47,100.0
622,3915994,random_1000_pmids,Not Relevant,45,45,100.0
1365,9450176,pk_random,Not Relevant,30,30,100.0
1366,9452221,2000V2_1103,Not Relevant,36,36,100.0
1367,9458185,2000V2_1103,Not Relevant,41,41,100.0
620,3915154,2000V2_1103,Not Relevant,41,41,100.0
1369,9479919,random_1000_pmids,Not Relevant,36,36,100.0
1370,9481979,2000V2_1103,Relevant,31,31,100.0
1371,9497016,2000V2_1103,Relevant,41,41,100.0
1372,9509899,2000V2_1103,Not Relevant,34,34,100.0
1373,9510983,2000V2_1103,Relevant,37,37,100.0
1352,9374668,random_1000_pmids,Not Relevant,34,34,100.0
636,4019347,random_1000_pmids,Not Relevant,44,44,100.0
1351,9372965,2000V2_1103,Not Relevant,35,35,100.0
1349,9362003,random_1000_pmids,Not Relevant,43,43,100.0
1328,9214677,pk_random,Not Relevant,33,33,100.0
1329,9220467,random_1000_pmids,Not Relevant,46,46,100.0
1330,9227668,2000V2_1103,Not Relevant,39,39,100.0
1331,9228047,random_1000_pmids,Not Relevant,49,49,100.0
1332,9233505,pk_random,Not Relevant,47,47,100.0
1333,9238480,random_1000_pmids,Not Relevant,34,34,100.0
1334,9240371,2000V2_1103,Not Relevant,37,37,100.0
1335,9241592,random_1000_pmids,Not Relevant,47,47,100.0
627,3949090,random_1000_pmids,Not Relevant,33,33,100.0
1337,9248767,2000V2_1103,Relevant,35,35,100.0
1338,9249590,2000V2_1103,Not Relevant,52,52,100.0
1339,9252148,random_1000_pmids,Not Relevant,39,39,100.0
1340,9266040,2000V2_1103,Not Relevant,40,40,100.0
1341,9270496,2000V2_1103,Not Relevant,51,51,100.0
1342,9290071,pk_random,Not Relevant,42,42,100.0
1343,9305582,random_1000_pmids,Not Relevant,34,34,100.0
626,3948297,pk_random,Relevant,44,44,100.0
1345,9344166,2000V2_1103,Relevant,42,42,100.0
1346,9344659,2000V2_1103,Not Relevant,45,45,100.0
1347,9353142,pk_random,Not Relevant,44,44,100.0
623,3933822,random_1000_pmids,Not Relevant,43,43,100.0
1350,9372622,pk_random,Relevant,38,38,100.0
1276,8881659,random_1000_pmids,Not Relevant,45,45,100.0
1275,8880967,random_1000_pmids,Not Relevant,30,30,100.0
1274,8877292,pk_random,Not Relevant,45,45,100.0
1201,8448274,pk_random,Not Relevant,37,37,100.0
1202,8458801,2000V2_1103,Not Relevant,51,51,100.0
654,4095063,random_1000_pmids,Relevant,42,42,100.0
1204,8469782,2000V2_1103,Not Relevant,48,48,100.0
1205,8483800,2000V2_1103,Not Relevant,37,37,100.0
1206,8489718,pk_random,Not Relevant,36,36,100.0
653,4082636,2000V2_1103,Relevant,58,58,100.0
1208,8491239,pk_random,Relevant,32,32,100.0
652,4082424,random_1000_pmids,Not Relevant,41,41,100.0
650,4073841,2000V2_1103,Not Relevant,43,43,100.0
1211,8500736,2000V2_1103,Not Relevant,40,40,100.0
1213,8503145,2000V2_1103,Not Relevant,43,43,100.0
1214,8503872,random_1000_pmids,Not Relevant,34,34,100.0
1215,8511802,random_1000_pmids,Not Relevant,35,35,100.0
646,4053638,pk_random,Not Relevant,37,37,100.0
1217,8526730,2000V2_1103,Not Relevant,35,35,100.0
1218,8539070,random_1000_pmids,Not Relevant,37,37,100.0
1219,8546398,random_1000_pmids,Not Relevant,38,38,100.0
1220,8546439,2000V2_1103,Not Relevant,43,43,100.0
1221,8554363,2000V2_1103,Not Relevant,48,48,100.0
1222,8557010,2000V2_1103,Not Relevant,45,45,100.0
1200,8445036,pk_random,Not Relevant,37,37,100.0
1223,8564580,random_1000_pmids,Not Relevant,39,39,100.0
1199,8437827,2000V2_1103,Not Relevant,40,40,100.0
1197,8415410,random_1000_pmids,Not Relevant,44,44,100.0
1176,8317646,pk_random,Not Relevant,33,33,100.0
661,4214178,2000V2_1103,Not Relevant,27,27,100.0
1178,8321842,pk_random,Relevant,43,43,100.0
660,4170164,2000V2_1103,Not Relevant,35,35,100.0
659,4153058,random_1000_pmids,Not Relevant,44,44,100.0
1181,8335038,2000V2_1103,Not Relevant,36,36,100.0
658,4151382,2000V2_1103,Not Relevant,35,35,100.0
1183,8337895,pk_random,Not Relevant,40,40,100.0
1184,8338131,2000V2_1103,Not Relevant,38,38,100.0
657,4149919,random_1000_pmids,Not Relevant,41,41,100.0
1186,8353095,2000V2_1103,Relevant,41,41,100.0
1187,8353099,2000V2_1103,Relevant,35,35,100.0
1188,8363442,random_1000_pmids,Not Relevant,42,42,100.0
1189,8368610,2000V2_1103,Relevant,30,30,100.0
1190,8377589,pk_random,Not Relevant,34,34,100.0
656,4131103,random_1000_pmids,Not Relevant,44,44,100.0
1192,8385022,2000V2_1103,Relevant,39,39,100.0
1193,8390259,2000V2_1103,Not Relevant,57,57,100.0
1194,8391446,random_1000_pmids,Not Relevant,42,42,100.0
1195,8396097,pk_random,Relevant,42,42,100.0
655,4123373,2000V2_1103,Not Relevant,43,43,100.0
1198,8437106,2000V2_1103,Not Relevant,34,34,100.0
1374,9512791,2000V2_1103,Not Relevant,46,46,100.0
645,4051955,pk_random,Not Relevant,48,48,100.0
1226,8575639,2000V2_1103,Not Relevant,36,36,100.0
1253,8782837,random_1000_pmids,Not Relevant,30,30,100.0
642,4035266,random_1000_pmids,Not Relevant,45,45,100.0
1255,8786978,2000V2_1103,Relevant,34,34,100.0
641,4032998,pk_random,Not Relevant,35,35,100.0
1257,8795026,2000V2_1103,Not Relevant,37,37,100.0
1258,8801066,pk_random,Relevant,44,44,100.0
1259,8808777,pk_random,Not Relevant,45,45,100.0
1260,8811291,random_1000_pmids,Not Relevant,26,26,100.0
1261,8820464,2000V2_1103,Not Relevant,34,34,100.0
1262,8831821,random_1000_pmids,Not Relevant,45,45,100.0
1263,8837066,2000V2_1103,Not Relevant,43,43,100.0
1264,8837142,random_1000_pmids,Relevant,33,33,100.0
640,4030889,2000V2_1103,Not Relevant,39,39,100.0
1266,8842345,2000V2_1103,Relevant,42,42,100.0
1267,8852664,2000V2_1103,Not Relevant,40,40,100.0
639,4027118,2000V2_1103,Relevant,42,42,100.0
1269,8863052,2000V2_1103,Not Relevant,45,45,100.0
1270,8863473,2000V2_1103,Not Relevant,33,33,100.0
1271,8866038,2000V2_1103,Relevant,43,43,100.0
638,4026929,2000V2_1103,Relevant,40,40,100.0
1273,8872714,2000V2_1103,Not Relevant,52,52,100.0
1252,8778386,pk_random,Not Relevant,56,56,100.0
1225,8573686,pk_random,Relevant,36,36,100.0
1251,8775916,2000V2_1103,Not Relevant,29,29,100.0
643,4038674,2000V2_1103,Not Relevant,36,36,100.0
1227,8586607,2000V2_1103,Not Relevant,40,40,100.0
1228,8588100,2000V2_1103,Not Relevant,41,41,100.0
1229,8593490,2000V2_1103,Relevant,49,49,100.0
1230,8596833,2000V2_1103,Relevant,38,38,100.0
1231,8600613,pk_random,Not Relevant,43,43,100.0
1232,8603281,random_1000_pmids,Not Relevant,39,39,100.0
1233,8612306,2000V2_1103,Not Relevant,44,44,100.0
1234,8625850,2000V2_1103,Not Relevant,48,48,100.0
1236,8640342,pk_random,Not Relevant,54,54,100.0
1237,8644462,2000V2_1103,Not Relevant,42,42,100.0
1238,8646995,pk_random,Not Relevant,30,30,100.0
1239,8653019,random_1000_pmids,Not Relevant,53,53,100.0
1240,8655257,random_1000_pmids,Not Relevant,38,38,100.0
1241,8688988,random_1000_pmids,Relevant,45,45,100.0
1242,8698064,2000V2_1103,Not Relevant,39,39,100.0
1243,8702478,pk_random,Not Relevant,38,38,100.0
1244,8710758,2000V2_1103,Relevant,47,47,100.0
1245,8721098,2000V2_1103,Not Relevant,26,26,100.0
1246,8731219,2000V2_1103,Not Relevant,43,43,100.0
644,4041329,2000V2_1103,Relevant,35,35,100.0
1248,8742004,2000V2_1103,Not Relevant,39,39,100.0
1250,8769208,random_1000_pmids,Not Relevant,35,35,100.0
618,3908480,pk_random,Not Relevant,46,46,100.0
1376,9532603,pk_random,Not Relevant,52,52,100.0
1377,9537667,pk_random,Not Relevant,35,35,100.0
1507,10501205,2000V2_1103,Not Relevant,45,45,100.0
1508,10501222,2000V2_1103,Not Relevant,45,45,100.0
581,3628194,pk_random,Not Relevant,45,45,100.0
1510,10511401,2000V2_1103,Not Relevant,36,36,100.0
580,3621447,2000V2_1103,Relevant,30,30,100.0
1512,10512526,2000V2_1103,Not Relevant,34,34,100.0
1513,10534818,pk_random,Not Relevant,31,31,100.0
1514,10541257,2000V2_1103,Not Relevant,40,40,100.0
1515,10541689,random_1000_pmids,Not Relevant,38,38,100.0
1516,10549850,2000V2_1103,Not Relevant,48,48,100.0
1518,10563310,2000V2_1103,Not Relevant,47,47,100.0
1519,10564155,pk_random,Not Relevant,38,38,100.0
1520,10564174,random_1000_pmids,Not Relevant,39,39,100.0
1521,10567556,pk_random,Not Relevant,43,43,100.0
1522,10573172,2000V2_1103,Not Relevant,47,47,100.0
579,3620488,2000V2_1103,Not Relevant,46,46,100.0
576,3612496,2000V2_1103,Relevant,34,34,100.0
1525,10584271,pk_random,Not Relevant,38,38,100.0
1526,10590192,pk_random,Not Relevant,41,41,100.0
574,3610317,pk_random,Not Relevant,43,43,100.0
1528,10595316,2000V2_1103,Not Relevant,44,44,100.0
1506,10498210,2000V2_1103,Relevant,45,45,100.0
1529,10601502,random_1000_pmids,Not Relevant,30,30,100.0
1505,10498191,2000V2_1103,Not Relevant,38,38,100.0
1503,10494381,2000V2_1103,Not Relevant,43,43,100.0
1481,10346420,pk_random,Not Relevant,37,37,100.0
1482,10353549,2000V2_1103,Not Relevant,37,37,100.0
1483,10359412,2000V2_1103,Not Relevant,37,37,100.0
590,3677566,random_1000_pmids,Not Relevant,37,37,100.0
1485,10375387,random_1000_pmids,Not Relevant,38,38,100.0
588,3673381,2000V2_1103,Not Relevant,38,38,100.0
586,3665805,2000V2_1103,Not Relevant,33,33,100.0
1489,10395298,pk_random,Not Relevant,28,28,100.0
585,3664929,2000V2_1103,Relevant,44,44,100.0
1491,10426701,2000V2_1103,Not Relevant,41,41,100.0
1492,10432677,random_1000_pmids,Not Relevant,30,30,100.0
1493,10438058,2000V2_1103,Not Relevant,43,43,100.0
1494,10443172,random_1000_pmids,Relevant,34,34,100.0
1495,10454242,random_1000_pmids,Not Relevant,41,41,100.0
1496,10464766,2000V2_1103,Relevant,40,40,100.0
1497,10465680,random_1000_pmids,Not Relevant,29,29,100.0
1498,10473808,random_1000_pmids,Not Relevant,40,40,100.0
1499,10476380,pk_random,Not Relevant,43,43,100.0
584,3664509,random_1000_pmids,Not Relevant,43,43,100.0
1501,10486308,random_1000_pmids,Not Relevant,44,44,100.0
1502,10490874,random_1000_pmids,Not Relevant,43,43,100.0
582,3629140,pk_random,Relevant,38,38,100.0
1480,10344748,2000V2_1103,Not Relevant,40,40,100.0
1530,10604817,2000V2_1103,Not Relevant,35,35,100.0
1532,10612108,random_1000_pmids,Not Relevant,25,25,100.0
568,3590224,pk_random,Not Relevant,38,38,100.0
1560,10716241,random_1000_pmids,Not Relevant,40,40,100.0
1561,10720807,2000V2_1103,Not Relevant,38,38,100.0
1562,10745281,2000V2_1103,Not Relevant,44,44,100.0
567,3589526,2000V2_1103,Relevant,42,42,100.0
1564,10749317,random_1000_pmids,Not Relevant,31,31,100.0
1565,10750293,pk_random,Not Relevant,34,34,100.0
1566,10751225,random_1000_pmids,Not Relevant,37,37,100.0
1567,10751901,2000V2_1103,Not Relevant,36,36,100.0
1568,10754274,pk_random,Not Relevant,42,42,100.0
1569,10756596,2000V2_1103,Not Relevant,35,35,100.0
1570,10773014,2000V2_1103,Not Relevant,47,47,100.0
1571,10777574,pk_random,Not Relevant,51,51,100.0
1572,10784063,random_1000_pmids,Not Relevant,37,37,100.0
1573,10787102,2000V2_1103,Not Relevant,45,45,100.0
1574,10801224,2000V2_1103,Not Relevant,33,33,100.0
1575,10814712,2000V2_1103,Not Relevant,43,43,100.0
1576,10820645,2000V2_1103,Not Relevant,43,43,100.0
1577,10825217,random_1000_pmids,Not Relevant,34,34,100.0
1578,10828487,random_1000_pmids,Not Relevant,36,36,100.0
1579,10832084,random_1000_pmids,Not Relevant,45,45,100.0
1558,10706091,pk_random,Relevant,33,33,100.0
572,3606058,2000V2_1103,Relevant,45,45,100.0
1557,10698233,random_1000_pmids,Not Relevant,41,41,100.0
1555,10690162,pk_random,Not Relevant,46,46,100.0
1533,10613925,pk_random,Relevant,31,31,100.0
1534,10614682,2000V2_1103,Not Relevant,49,49,100.0
1535,10620320,2000V2_1103,Not Relevant,44,44,100.0
1536,10620470,2000V2_1103,Not Relevant,43,43,100.0
1537,10625311,2000V2_1103,Not Relevant,42,42,100.0
1539,10627642,2000V2_1103,Relevant,41,41,100.0
570,3596609,random_1000_pmids,Relevant,51,51,100.0
1541,10635598,random_1000_pmids,Not Relevant,41,41,100.0
569,3592758,random_1000_pmids,Not Relevant,42,42,100.0
1543,10640521,2000V2_1103,Not Relevant,37,37,100.0
1544,10641221,pk_random,Not Relevant,45,45,100.0
1545,10644573,random_1000_pmids,Not Relevant,42,42,100.0
1546,10654114,pk_random,Not Relevant,45,45,100.0
1547,10656629,random_1000_pmids,Not Relevant,57,57,100.0
1548,10665963,random_1000_pmids,Not Relevant,39,39,100.0
1549,10667393,pk_random,Not Relevant,43,43,100.0
1550,10667929,2000V2_1103,Not Relevant,41,41,100.0
1551,10669910,random_1000_pmids,Relevant,47,47,100.0
1552,10680168,pk_random,Not Relevant,51,51,100.0
1553,10687864,2000V2_1103,Not Relevant,31,31,100.0
1554,10688207,pk_random,Not Relevant,39,39,100.0
1556,10698008,pk_random,Not Relevant,46,46,100.0
1175,8308696,random_1000_pmids,Not Relevant,47,47,100.0
1479,10321671,2000V2_1103,Not Relevant,41,41,100.0
1477,10234667,2000V2_1103,Not Relevant,38,38,100.0
1405,9707499,2000V2_1103,Not Relevant,39,39,100.0
606,3806601,2000V2_1103,Not Relevant,46,46,100.0
1407,9725633,2000V2_1103,Not Relevant,45,45,100.0
1408,9729342,pk_random,Not Relevant,27,27,100.0
1409,9749441,2000V2_1103,Not Relevant,38,38,100.0
1410,9751420,2000V2_1103,Not Relevant,33,33,100.0
1411,9753131,random_1000_pmids,Not Relevant,36,36,100.0
1412,9753206,pk_random,Relevant,37,37,100.0
1413,9757014,2000V2_1103,Not Relevant,38,38,100.0
1414,9757205,random_1000_pmids,Not Relevant,33,33,100.0
1415,9762959,2000V2_1103,Not Relevant,39,39,100.0
1416,9764334,pk_random,Relevant,46,46,100.0
1417,9765983,random_1000_pmids,Not Relevant,48,48,100.0
1418,9766396,random_1000_pmids,Not Relevant,40,40,100.0
605,3799198,random_1000_pmids,Not Relevant,43,43,100.0
1420,9795989,2000V2_1103,Not Relevant,38,38,100.0
1421,9802247,2000V2_1103,Not Relevant,43,43,100.0
1422,9806912,2000V2_1103,Not Relevant,39,39,100.0
1423,9806994,pk_random,Not Relevant,40,40,100.0
603,3768791,pk_random,Not Relevant,42,42,100.0
1425,9809202,2000V2_1103,Not Relevant,32,32,100.0
1404,9703942,random_1000_pmids,Not Relevant,39,39,100.0
1426,9809677,2000V2_1103,Not Relevant,50,50,100.0
1403,9681144,2000V2_1103,Not Relevant,37,37,100.0
607,3806953,random_1000_pmids,Relevant,42,42,100.0
617,3899777,pk_random,Not Relevant,46,46,100.0
616,3893143,random_1000_pmids,Not Relevant,44,44,100.0
1380,9549636,pk_random,Relevant,42,42,100.0
1381,9565681,2000V2_1103,Not Relevant,40,40,100.0
1382,9569770,random_1000_pmids,Not Relevant,40,40,100.0
1383,9572913,2000V2_1103,Not Relevant,37,37,100.0
1384,9575559,pk_random,Not Relevant,38,38,100.0
1385,9600719,pk_random,Not Relevant,52,52,100.0
614,3881456,pk_random,Not Relevant,46,46,100.0
1388,9620637,random_1000_pmids,Not Relevant,38,38,100.0
610,3828202,random_1000_pmids,Relevant,38,38,100.0
1390,9626905,random_1000_pmids,Not Relevant,32,32,100.0
1391,9626921,pk_random,Relevant,35,35,100.0
1392,9638308,2000V2_1103,Not Relevant,40,40,100.0
1393,9640281,2000V2_1103,Not Relevant,42,42,100.0
1394,9646062,random_1000_pmids,Relevant,34,34,100.0
1395,9647999,2000V2_1103,Not Relevant,32,32,100.0
1397,9657840,2000V2_1103,Not Relevant,45,45,100.0
1398,9661541,2000V2_1103,Not Relevant,35,35,100.0
1399,9662072,random_1000_pmids,Not Relevant,51,51,100.0
1400,9672759,pk_random,Not Relevant,39,39,100.0
1402,9680993,2000V2_1103,Not Relevant,37,37,100.0
1478,10296163,2000V2_1103,Not Relevant,29,29,100.0
602,3754100,2000V2_1103,Not Relevant,42,42,100.0
1429,9811504,pk_random,Not Relevant,32,32,100.0
1455,10028744,2000V2_1103,Not Relevant,37,37,100.0
1456,10048739,2000V2_1103,Not Relevant,40,40,100.0
1457,10050082,random_1000_pmids,Not Relevant,44,44,100.0
595,3714142,random_1000_pmids,Not Relevant,59,59,100.0
1459,10075954,random_1000_pmids,Not Relevant,28,28,100.0
1460,10077446,2000V2_1103,Relevant,36,36,100.0
1461,10077469,2000V2_1103,Not Relevant,27,27,100.0
593,3695503,2000V2_1103,Not Relevant,53,53,100.0
1464,10085788,2000V2_1103,Relevant,32,32,100.0
1465,10093920,2000V2_1103,Not Relevant,43,43,100.0
1466,10097361,2000V2_1103,Not Relevant,49,49,100.0
1467,10100598,2000V2_1103,Relevant,48,48,100.0
1468,10101855,pk_random,Not Relevant,39,39,100.0
1469,10148131,2000V2_1103,Not Relevant,48,48,100.0
1470,10149779,pk_random,Not Relevant,36,36,100.0
1471,10205463,random_1000_pmids,Not Relevant,39,39,100.0
1472,10208657,random_1000_pmids,Not Relevant,45,45,100.0
1473,10212011,random_1000_pmids,Not Relevant,28,28,100.0
1474,10213222,2000V2_1103,Not Relevant,35,35,100.0
1475,10217338,pk_random,Not Relevant,37,37,100.0
1476,10224860,2000V2_1103,Not Relevant,43,43,100.0
1454,10025364,2000V2_1103,Relevant,33,33,100.0
1428,9811441,2000V2_1103,Relevant,40,40,100.0
1453,9950880,pk_random,Not Relevant,41,41,100.0
1451,9920347,random_1000_pmids,Not Relevant,49,49,100.0
1430,9812653,2000V2_1103,Relevant,40,40,100.0
601,3745152,2000V2_1103,Not Relevant,41,41,100.0
1432,9815200,2000V2_1103,Not Relevant,28,28,100.0
600,3742867,pk_random,Not Relevant,34,34,100.0
1434,9820182,random_1000_pmids,Not Relevant,39,39,100.0
1435,9822912,2000V2_1103,Not Relevant,39,39,100.0
599,3740309,2000V2_1103,Not Relevant,45,45,100.0
1437,9840344,pk_random,Relevant,37,37,100.0
1438,9849279,2000V2_1103,Not Relevant,40,40,100.0
1439,9851778,2000V2_1103,Not Relevant,39,39,100.0
1440,9855315,pk_random,Not Relevant,38,38,100.0
1441,9860897,2000V2_1103,Not Relevant,47,47,100.0
1442,9867556,2000V2_1103,Not Relevant,35,35,100.0
1443,9871650,random_1000_pmids,Not Relevant,50,50,100.0
1444,9875639,pk_random,Not Relevant,45,45,100.0
1445,9883568,random_1000_pmids,Not Relevant,40,40,100.0
1446,9885296,pk_random,Not Relevant,39,39,100.0
1447,9885302,2000V2_1103,Relevant,41,41,100.0
598,3738459,2000V2_1103,Not Relevant,50,50,100.0
1449,9892318,random_1000_pmids,Not Relevant,44,44,100.0
597,3736386,2000V2_1103,Relevant,34,34,100.0
596,3725177,2000V2_1103,Not Relevant,34,34,100.0
1580,10835426,2000V2_1103,Not Relevant,48,48,100.0
1174,8306146,2000V2_1103,Not Relevant,35,35,100.0
1171,8277372,pk_random,Not Relevant,38,38,100.0
899,6759105,2000V2_1103,Not Relevant,38,38,100.0
729,5059037,random_1000_pmids,Not Relevant,39,39,100.0
728,5057208,2000V2_1103,Not Relevant,50,50,100.0
727,5054238,random_1000_pmids,Not Relevant,32,32,100.0
903,6765213,2000V2_1103,Not Relevant,52,52,100.0
904,6768168,2000V2_1103,Not Relevant,28,28,100.0
905,6769703,random_1000_pmids,Not Relevant,46,46,100.0
906,6772607,pk_random,Not Relevant,36,36,100.0
726,5038963,2000V2_1103,Not Relevant,36,36,100.0
898,6752461,2000V2_1103,Relevant,39,39,100.0
908,6773627,2000V2_1103,Not Relevant,46,46,100.0
910,6782425,2000V2_1103,Not Relevant,42,42,100.0
725,5030580,2000V2_1103,Not Relevant,43,43,100.0
912,6789900,2000V2_1103,Not Relevant,40,40,100.0
913,6791562,2000V2_1103,Relevant,36,36,100.0
914,6796278,2000V2_1103,Not Relevant,39,39,100.0
915,6810768,pk_random,Not Relevant,43,43,100.0
916,6813184,2000V2_1103,Not Relevant,38,38,100.0
918,6820912,pk_random,Not Relevant,46,46,100.0
919,6829048,random_1000_pmids,Not Relevant,39,39,100.0
909,6777691,pk_random,Not Relevant,31,31,100.0
730,5123330,2000V2_1103,Not Relevant,41,41,100.0
896,6751129,pk_random,Not Relevant,37,37,100.0
895,6750387,random_1000_pmids,Not Relevant,32,32,100.0
739,5371202,2000V2_1103,Not Relevant,45,45,100.0
875,6617992,2000V2_1103,Not Relevant,42,42,100.0
876,6620186,2000V2_1103,Not Relevant,35,35,100.0
877,6629664,pk_random,Not Relevant,41,41,100.0
738,5369834,2000V2_1103,Not Relevant,42,42,100.0
879,6636167,pk_random,Not Relevant,39,39,100.0
880,6643612,2000V2_1103,Relevant,44,44,100.0
881,6644309,2000V2_1103,Not Relevant,42,42,100.0
737,5353724,2000V2_1103,Not Relevant,35,35,100.0
883,6668546,random_1000_pmids,Relevant,43,43,100.0
736,5350373,2000V2_1103,Not Relevant,44,44,100.0
735,5285802,2000V2_1103,Not Relevant,51,51,100.0
886,6687852,pk_random,Not Relevant,36,36,100.0
734,5249534,2000V2_1103,Not Relevant,43,43,100.0
888,6699200,2000V2_1103,Not Relevant,43,43,100.0
889,6702600,2000V2_1103,Not Relevant,42,42,100.0
890,6704556,pk_random,Not Relevant,46,46,100.0
891,6715563,2000V2_1103,Relevant,36,36,100.0
892,6725063,2000V2_1103,Not Relevant,41,41,100.0
893,6725485,random_1000_pmids,Relevant,40,40,100.0
732,5138435,2000V2_1103,Not Relevant,50,50,100.0
920,6838235,2000V2_1103,Not Relevant,35,35,100.0
921,6844336,pk_random,Not Relevant,40,40,100.0
922,6844647,random_1000_pmids,Not Relevant,41,41,100.0
923,6848703,2000V2_1103,Not Relevant,43,43,100.0
718,4955784,2000V2_1103,Not Relevant,47,47,100.0
950,7032560,pk_random,Relevant,39,39,100.0
951,7032901,2000V2_1103,Not Relevant,39,39,100.0
